Year,RCO 2.6 CO2 ppm,RCP 4.5 CO2 ppm,RCO 6.0 CO2 ppm,RCP 8.5 CO2 ppm
288665.5,284.347,301.369,314.641,352.294
288674.5,284.346,301.365,314.635,352.281
288765.5,284.345,301.359,314.625,352.261
288774.5,284.343,301.355,314.619,352.249
288865.5,284.342,301.349,314.61,352.229
288874.5,284.341,301.346,314.604,352.216
288965.5,284.339,301.34,314.595,352.196
288974.5,284.338,301.336,314.589,352.183
289065.5,284.336,301.33,314.58,352.163
289074.5,284.335,301.326,314.574,352.151
289165.5,284.333,301.32,314.564,352.131
289174.5,284.332,301.316,314.559,352.118
289265.5,284.331,301.31,314.549,352.098
289274.5,284.33,301.307,314.543,352.085
289365.5,284.328,301.301,314.534,352.065
289374.5,284.327,301.297,314.528,352.053
289465.5,284.325,301.291,314.519,352.033
289474.5,284.324,301.287,314.513,352.02
289565.5,284.322,301.281,314.504,352
289574.5,284.321,301.277,314.498,351.987
289665.5,284.32,301.271,314.488,351.968
289674.5,284.319,301.268,314.482,351.955
289765.5,284.317,301.262,314.473,351.935
289774.5,284.316,301.258,314.467,351.922
289865.5,284.314,301.252,314.458,351.903
289874.5,284.313,301.248,314.452,351.89
289965.5,284.311,301.242,314.443,351.87
289974.5,284.31,301.238,314.437,351.857
290065.5,284.309,301.232,314.428,351.838
290074.5,284.308,301.229,314.422,351.825
290165.5,284.306,301.223,314.412,351.805
290174.5,284.305,301.219,314.407,351.792
290265.5,284.303,301.213,314.397,351.773
290274.5,284.302,301.209,314.391,351.76
290365.5,284.3,301.203,314.382,351.74
290374.5,284.299,301.199,314.376,351.727
290465.5,284.298,301.194,314.367,351.708
290474.5,284.297,301.19,314.361,351.695
290565.5,284.295,301.184,314.352,351.675
290574.5,284.294,301.18,314.346,351.663
290665.5,284.292,301.174,314.337,351.643
290674.5,284.291,301.17,314.331,351.63
290765.5,284.289,301.164,314.322,351.61
290774.5,284.288,301.161,314.316,351.598
290865.5,284.287,301.155,314.306,351.578
290874.5,284.286,301.151,314.301,351.565
290965.5,284.284,301.145,314.291,351.546
290974.5,284.283,301.141,314.285,351.533
291065.5,284.281,301.135,314.276,351.513
291074.5,284.28,301.132,314.27,351.501
291165.5,284.278,301.126,314.261,351.481
291174.5,284.277,301.122,314.255,351.468
291265.5,284.276,301.116,314.246,351.449
291274.5,284.275,301.112,314.24,351.436
291365.5,284.273,301.106,314.231,351.417
291374.5,284.272,301.102,314.225,351.404
291465.5,284.27,301.097,314.216,351.384
291474.5,284.269,301.093,314.21,351.372
291565.5,284.267,301.087,314.201,351.352
291574.5,284.266,301.083,314.195,351.339
291665.5,284.265,301.077,314.186,351.32
291674.5,284.264,301.073,314.18,351.307
291765.5,284.262,301.068,314.171,351.288
291774.5,284.261,301.064,314.165,351.275
291865.5,284.259,301.058,314.156,351.255
291874.5,284.258,301.054,314.15,351.243
291965.5,284.256,301.048,314.141,351.223
291974.5,284.255,301.044,314.135,351.211
292065.5,284.254,301.039,314.125,351.191
292074.5,284.253,301.035,314.12,351.178
292165.5,284.251,301.029,314.11,351.159
292174.5,284.25,301.025,314.105,351.146
292265.5,284.248,301.019,314.095,351.127
292274.5,284.247,301.016,314.09,351.114
292365.5,284.246,301.01,314.08,351.095
292374.5,284.244,301.006,314.075,351.082
292465.5,284.243,301,314.065,351.062
292474.5,284.242,300.996,314.06,351.05
292565.5,284.24,300.99,314.05,351.03
292574.5,284.239,300.987,314.045,351.018
292665.5,284.237,300.981,314.035,350.998
292674.5,284.236,300.977,314.03,350.986
292765.5,284.235,300.971,314.02,350.966
292774.5,284.234,300.967,314.015,350.954
292865.5,284.232,300.961,314.005,350.934
292874.5,284.231,300.958,314,350.922
292965.5,284.229,300.952,313.99,350.902
292974.5,284.228,300.948,313.985,350.89
293065.5,284.226,300.942,313.975,350.87
293074.5,284.225,300.939,313.97,350.858
293165.5,284.224,300.933,313.96,350.838
293174.5,284.223,300.929,313.955,350.826
293265.5,284.221,300.923,313.945,350.806
293274.5,284.22,300.919,313.94,350.794
293365.5,284.218,300.913,313.93,350.774
293374.5,284.217,300.91,313.925,350.762
293465.5,284.216,300.904,313.915,350.742
293474.5,284.215,300.9,313.91,350.73
293565.5,284.213,300.894,313.901,350.71
293574.5,284.212,300.891,313.895,350.698
293665.5,284.21,300.885,313.886,350.679
293674.5,284.209,300.881,313.88,350.666
293765.5,284.207,300.875,313.871,350.647
293774.5,284.206,300.871,313.865,350.634
293865.5,284.205,300.866,313.856,350.615
293874.5,284.204,300.862,313.85,350.602
293965.5,284.202,300.856,313.841,350.583
293974.5,284.201,300.852,313.835,350.571
294065.5,284.199,300.846,313.826,350.551
294074.5,284.198,300.843,313.82,350.539
294165.5,284.197,300.837,313.811,350.519
294174.5,284.196,300.833,313.805,350.507
294265.5,284.194,300.827,313.796,350.488
294274.5,284.193,300.823,313.79,350.475
294365.5,284.191,300.818,313.781,350.456
294374.5,284.19,300.814,313.775,350.443
294465.5,284.188,300.808,313.766,350.424
294474.5,284.187,300.804,313.761,350.412
294565.5,284.186,300.799,313.751,350.392
294574.5,284.185,300.795,313.746,350.38
294665.5,284.183,300.789,313.737,350.361
294674.5,284.182,300.785,313.731,350.348
294765.5,284.18,300.779,313.722,350.329
294774.5,284.179,300.776,313.716,350.317
294865.5,284.178,300.77,313.707,350.297
294874.5,284.177,300.766,313.701,350.285
294965.5,284.175,300.76,313.692,350.266
294974.5,284.174,300.757,313.686,350.253
295065.5,284.172,300.751,313.677,350.234
295074.5,284.171,300.747,313.671,350.222
295165.5,284.17,300.741,313.662,350.202
295174.5,284.168,300.738,313.656,350.19
295265.5,284.167,300.732,313.647,350.171
295274.5,284.166,300.728,313.642,350.158
295365.5,284.164,300.722,313.633,350.139
295374.5,284.163,300.719,313.627,350.127
295465.5,284.161,300.713,313.618,350.108
295474.5,284.16,300.709,313.612,350.095
295565.5,284.159,300.703,313.603,350.076
295574.5,284.158,300.7,313.597,350.064
295665.5,284.156,300.694,313.588,350.045
295674.5,284.155,300.69,313.582,350.032
295765.5,284.153,300.684,313.573,350.013
295774.5,284.152,300.681,313.568,350.001
295865.5,284.151,300.675,313.558,349.982
295874.5,284.15,300.671,313.553,349.969
295965.5,284.148,300.665,313.544,349.95
295974.5,284.147,300.662,313.538,349.938
296065.5,284.145,300.656,313.529,349.919
296074.5,284.144,300.652,313.523,349.906
296165.5,284.143,300.646,313.514,349.887
296174.5,284.142,300.643,313.508,349.875
296265.5,284.14,300.637,313.499,349.856
296274.5,284.139,300.633,313.494,349.844
296365.5,284.137,300.627,313.485,349.824
296374.5,284.136,300.624,313.479,349.812
296465.5,284.135,300.618,313.47,349.793
296474.5,284.134,300.614,313.464,349.781
296565.5,284.132,300.608,313.455,349.762
296574.5,284.131,300.605,313.449,349.75
296665.5,284.129,300.599,313.44,349.73
296674.5,284.128,300.595,313.435,349.718
296765.5,284.127,300.589,313.426,349.699
296774.5,284.125,300.586,313.42,349.687
296865.5,284.124,300.58,313.411,349.668
296874.5,284.123,300.576,313.405,349.656
296965.5,284.121,300.571,313.396,349.637
296974.5,284.12,300.567,313.39,349.625
297065.5,284.118,300.561,313.381,349.605
297074.5,284.117,300.557,313.376,349.593
297165.5,284.116,300.552,313.367,349.574
297174.5,284.115,300.548,313.361,349.562
297265.5,284.113,300.542,313.352,349.543
297274.5,284.112,300.538,313.346,349.531
297365.5,284.11,300.533,313.337,349.512
297374.5,284.109,300.529,313.331,349.5
297465.5,284.108,300.523,313.322,349.481
297474.5,284.107,300.52,313.317,349.469
297565.5,284.105,300.514,313.308,349.45
297574.5,284.104,300.51,313.302,349.438
297665.5,284.102,300.504,313.293,349.419
297674.5,284.101,300.501,313.287,349.407
297765.5,284.1,300.495,313.278,349.388
297774.5,284.099,300.491,313.273,349.376
297865.5,284.097,300.486,313.264,349.357
297874.5,284.096,300.482,313.258,349.344
297965.5,284.094,300.476,313.249,349.326
297974.5,284.093,300.473,313.243,349.313
298065.5,284.092,300.467,313.234,349.295
298074.5,284.091,300.463,313.229,349.282
298165.5,284.089,300.457,313.22,349.264
298174.5,284.088,300.454,313.214,349.252
298265.5,284.086,300.448,313.205,349.233
298274.5,284.085,300.444,313.199,349.221
298365.5,284.084,300.439,313.19,349.202
298374.5,284.083,300.435,313.185,349.19
298465.5,284.081,300.429,313.176,349.171
298474.5,284.08,300.426,313.17,349.159
298565.5,284.078,300.42,313.161,349.14
298574.5,284.077,300.416,313.156,349.128
298665.5,284.076,300.41,313.147,349.109
298674.5,284.075,300.407,313.141,349.097
298765.5,284.073,300.401,313.132,349.078
298774.5,284.072,300.397,313.126,349.066
298865.5,284.07,300.392,313.117,349.047
298874.5,284.069,300.388,313.112,349.035
298965.5,284.068,300.382,313.103,349.016
298974.5,284.067,300.379,313.097,349.004
299065.5,284.065,300.373,313.088,348.985
299074.5,284.064,300.369,313.082,348.973
299165.5,284.063,300.364,313.074,348.955
299174.5,284.061,300.36,313.068,348.943
299265.5,284.06,300.354,313.059,348.924
299274.5,284.059,300.351,313.053,348.912
299365.5,284.057,300.345,313.044,348.893
299374.5,284.056,300.341,313.039,348.881
299465.5,284.055,300.335,313.03,348.862
299474.5,284.054,300.332,313.024,348.85
299565.5,284.052,300.326,313.015,348.831
299574.5,284.051,300.322,313.01,348.82
299665.5,284.049,300.317,313.001,348.801
299674.5,284.048,300.313,312.995,348.789
299765.5,284.047,300.307,312.986,348.77
299774.5,284.046,300.304,312.98,348.758
299865.5,284.044,300.298,312.972,348.739
299874.5,284.043,300.294,312.966,348.727
299965.5,284.041,300.289,312.957,348.709
299974.5,284.04,300.285,312.951,348.697
300065.5,284.039,300.279,312.942,348.678
300074.5,284.038,300.276,312.937,348.666
300165.5,284.036,300.27,312.928,348.647
300174.5,284.035,300.266,312.922,348.635
300265.5,284.033,300.261,312.913,348.617
300274.5,284.032,300.257,312.908,348.605
300365.5,284.031,300.251,312.899,348.586
300374.5,284.03,300.248,312.893,348.574
300465.5,284.028,300.242,312.884,348.555
300474.5,284.027,300.238,312.879,348.543
300565.5,284.025,300.233,312.87,348.525
300574.5,284.024,300.229,312.864,348.513
300665.5,284.023,300.224,312.855,348.494
300674.5,284.022,300.22,312.85,348.482
300765.5,284.02,300.214,312.841,348.463
300774.5,284.019,300.211,312.835,348.452
300865.5,284.018,300.205,312.826,348.433
300874.5,284.017,300.201,312.821,348.421
300965.5,284.015,300.196,312.812,348.402
300974.5,284.014,300.192,312.806,348.39
301065.5,284.012,300.186,312.797,348.372
301074.5,284.011,300.183,312.792,348.36
301165.5,284.01,300.177,312.783,348.341
301174.5,284.009,300.173,312.777,348.329
301265.5,284.007,300.168,312.769,348.311
301274.5,284.006,300.164,312.763,348.299
301365.5,284.004,300.158,312.754,348.28
301374.5,284.003,300.155,312.748,348.268
301465.5,284.002,300.149,312.74,348.25
301474.5,284.001,300.146,312.734,348.238
301565.5,283.999,300.14,312.725,348.219
301574.5,283.998,300.136,312.72,348.208
301665.5,283.996,300.131,312.711,348.189
301674.5,283.995,300.127,312.705,348.177
301765.5,283.994,300.121,312.696,348.158
301774.5,283.993,300.118,312.691,348.147
301865.5,283.991,300.112,312.682,348.128
301874.5,283.99,300.109,312.676,348.116
301965.5,283.989,300.103,312.667,348.098
301974.5,283.988,300.099,312.662,348.086
302065.5,283.986,300.094,312.653,348.067
302074.5,283.985,300.09,312.647,348.055
302165.5,283.983,300.084,312.639,348.037
302174.5,283.982,300.081,312.633,348.025
302265.5,283.981,300.075,312.624,348.006
302274.5,283.98,300.072,312.619,347.995
302365.5,283.978,300.066,312.61,347.976
302374.5,283.977,300.062,312.604,347.964
302465.5,283.975,300.057,312.595,347.946
302474.5,283.974,300.053,312.59,347.934
302565.5,283.973,300.047,312.581,347.915
302574.5,283.972,300.044,312.576,347.904
302665.5,283.97,300.038,312.567,347.885
302674.5,283.969,300.035,312.561,347.873
302765.5,283.968,300.029,312.552,347.855
302774.5,283.967,300.025,312.547,347.843
302865.5,283.965,300.02,312.538,347.825
302874.5,283.964,300.016,312.532,347.813
302965.5,283.962,300.011,312.524,347.794
302974.5,283.961,300.007,312.518,347.783
303065.5,283.96,300.001,312.509,347.764
303074.5,283.959,299.998,312.504,347.752
303165.5,283.957,299.992,312.495,347.734
303174.5,283.956,299.989,312.489,347.722
303265.5,283.955,299.983,312.481,347.704
303274.5,283.954,299.979,312.475,347.692
303365.5,283.952,299.974,312.466,347.673
303374.5,283.951,299.97,312.461,347.662
303465.5,283.949,299.965,312.452,347.643
303474.5,283.948,299.961,312.446,347.632
303565.5,283.947,299.955,312.438,347.613
303574.5,283.946,299.952,312.432,347.601
303665.5,283.944,299.946,312.423,347.583
303674.5,283.943,299.943,312.418,347.571
303765.5,283.942,299.937,312.409,347.553
303774.5,283.941,299.933,312.403,347.541
303865.5,283.939,299.928,312.395,347.523
303874.5,283.938,299.924,312.389,347.511
303965.5,283.936,299.919,312.38,347.493
303974.5,283.935,299.915,312.375,347.481
304065.5,283.934,299.909,312.366,347.463
304074.5,283.933,299.906,312.361,347.451
304165.5,283.931,299.9,312.352,347.432
304174.5,283.93,299.897,312.346,347.421
304265.5,283.929,299.891,312.337,347.402
304274.5,283.928,299.888,312.332,347.391
304365.5,283.926,299.882,312.323,347.372
304374.5,283.925,299.878,312.318,347.361
304465.5,283.923,299.873,312.309,347.342
304474.5,283.922,299.869,312.303,347.331
304565.5,283.921,299.864,312.295,347.312
304574.5,283.92,299.86,312.289,347.301
304665.5,283.918,299.855,312.28,347.282
304674.5,283.917,299.851,312.275,347.271
304765.5,283.916,299.845,312.266,347.252
304774.5,283.915,299.842,312.261,347.241
304865.5,283.913,299.836,312.252,347.222
304874.5,283.912,299.833,312.246,347.211
304965.5,283.91,299.827,312.238,347.192
304974.5,283.909,299.824,312.232,347.181
305065.5,283.908,299.818,312.223,347.163
305074.5,283.907,299.814,312.218,347.151
305165.5,283.905,299.809,312.209,347.133
305174.5,283.904,299.805,312.204,347.121
305265.5,283.903,299.8,312.195,347.103
305274.5,283.902,299.796,312.19,347.091
305365.5,283.9,299.791,312.181,347.073
305374.5,283.899,299.787,312.175,347.061
305465.5,283.897,299.781,312.167,347.043
305474.5,283.896,299.778,312.161,347.031
305565.5,283.895,299.772,312.152,347.013
305574.5,283.894,299.769,312.147,347.002
305665.5,283.892,299.763,312.138,346.983
305674.5,283.891,299.76,312.133,346.972
305765.5,283.89,299.754,312.124,346.953
305774.5,283.889,299.751,312.119,346.942
305865.5,283.887,299.745,312.11,346.924
305874.5,283.886,299.742,312.104,346.912
305965.5,283.884,299.736,312.096,346.894
305974.5,283.883,299.732,312.09,346.882
306065.5,283.882,299.727,312.081,346.864
306074.5,283.881,299.723,312.076,346.852
306165.5,283.879,299.718,312.067,346.834
306174.5,283.878,299.714,312.062,346.823
306265.5,283.877,299.709,312.053,346.804
306274.5,283.876,299.705,312.048,346.793
306365.5,283.874,299.7,312.039,346.775
306374.5,283.873,299.696,312.034,346.763
306465.5,283.872,299.691,312.025,346.745
306474.5,283.871,299.687,312.019,346.734
306565.5,283.869,299.681,312.011,346.715
306574.5,283.868,299.678,312.005,346.704
306665.5,283.866,299.672,311.997,346.686
306674.5,283.865,299.669,311.991,346.674
306765.5,283.864,299.663,311.982,346.656
306774.5,283.863,299.66,311.977,346.644
306865.5,283.861,299.654,311.968,346.626
306874.5,283.86,299.651,311.963,346.615
306965.5,283.859,299.645,311.954,346.597
306974.5,283.858,299.642,311.949,346.585
307065.5,283.856,299.636,311.94,346.567
307074.5,283.855,299.633,311.935,346.556
307165.5,283.854,299.627,311.926,346.537
307174.5,283.853,299.624,311.921,346.526
307265.5,283.851,299.618,311.912,346.508
307274.5,283.85,299.614,311.906,346.496
307365.5,283.848,299.609,311.898,346.478
307374.5,283.847,299.605,311.892,346.467
307465.5,283.846,299.6,311.884,346.449
307474.5,283.845,299.596,311.878,346.437
307565.5,283.843,299.591,311.87,346.419
307574.5,283.842,299.587,311.864,346.408
307665.5,283.841,299.582,311.856,346.389
307674.5,283.84,299.578,311.85,346.378
307765.5,283.838,299.573,311.841,346.36
307774.5,283.837,299.569,311.836,346.349
307865.5,283.836,299.564,311.827,346.33
307874.5,283.835,299.56,311.822,346.319
307965.5,283.833,299.555,311.813,346.301
307974.5,283.832,299.551,311.808,346.29
308065.5,283.831,299.546,311.799,346.271
308074.5,283.83,299.542,311.794,346.26
308165.5,283.828,299.537,311.785,346.242
308174.5,283.827,299.533,311.78,346.231
308265.5,283.825,299.528,311.771,346.213
308274.5,283.824,299.524,311.766,346.201
308365.5,283.823,299.519,311.757,346.183
308374.5,283.822,299.515,311.752,346.172
308465.5,283.82,299.51,311.743,346.154
308474.5,283.819,299.506,311.738,346.142
308565.5,283.818,299.501,311.729,346.124
308574.5,283.817,299.497,311.724,346.113
308665.5,283.815,299.492,311.715,346.095
308674.5,283.814,299.488,311.71,346.084
308765.5,283.813,299.483,311.701,346.066
308774.5,283.812,299.479,311.696,346.054
308865.5,283.81,299.474,311.687,346.036
308874.5,283.809,299.47,311.682,346.025
308965.5,283.808,299.465,311.673,346.007
308974.5,283.807,299.461,311.668,345.996
309065.5,283.805,299.456,311.659,345.977
309074.5,283.804,299.452,311.654,345.966
309165.5,283.802,299.447,311.645,345.948
309174.5,283.801,299.443,311.64,345.937
309265.5,283.8,299.438,311.631,345.919
309274.5,283.799,299.434,311.626,345.908
309365.5,283.797,299.429,311.617,345.89
309374.5,283.796,299.425,311.612,345.878
309465.5,283.795,299.42,311.603,345.86
309474.5,283.794,299.416,311.598,345.849
309565.5,283.792,299.411,311.589,345.831
309574.5,283.791,299.407,311.584,345.82
309665.5,283.79,299.402,311.575,345.802
309674.5,283.789,299.398,311.57,345.791
309765.5,283.787,299.393,311.561,345.773
309774.5,283.786,299.389,311.556,345.761
309865.5,283.785,299.384,311.547,345.743
309874.5,283.784,299.381,311.542,345.732
309965.5,283.782,299.375,311.533,345.714
309974.5,283.781,299.372,311.528,345.703
310065.5,283.78,299.366,311.519,345.685
310074.5,283.779,299.363,311.514,345.674
310165.5,283.777,299.357,311.506,345.656
310174.5,283.776,299.354,311.5,345.645
310265.5,283.774,299.348,311.492,345.627
310274.5,283.773,299.345,311.486,345.615
310365.5,283.772,299.339,311.478,345.598
310374.5,283.771,299.336,311.472,345.586
310465.5,283.769,299.33,311.464,345.568
310474.5,283.768,299.327,311.458,345.557
310565.5,283.767,299.321,311.45,345.539
310574.5,283.766,299.318,311.445,345.528
310665.5,283.764,299.313,311.436,345.51
310674.5,283.763,299.309,311.431,345.499
310765.5,283.762,299.304,311.422,345.481
310774.5,283.761,299.3,311.417,345.47
310865.5,283.759,299.295,311.408,345.452
310874.5,283.758,299.291,311.403,345.441
310965.5,283.757,299.286,311.394,345.423
310974.5,283.756,299.282,311.389,345.412
311065.5,283.754,299.277,311.38,345.394
311074.5,283.753,299.273,311.375,345.383
311165.5,283.752,299.268,311.367,345.365
311174.5,283.751,299.264,311.361,345.354
311265.5,283.749,299.259,311.353,345.336
311274.5,283.748,299.256,311.347,345.325
311365.5,283.747,299.25,311.339,345.307
311374.5,283.746,299.247,311.334,345.296
311465.5,283.744,299.241,311.325,345.278
311474.5,283.743,299.238,311.32,345.267
311565.5,283.742,299.232,311.311,345.249
311574.5,283.741,299.229,311.306,345.238
311665.5,283.739,299.223,311.297,345.22
311674.5,283.738,299.22,311.292,345.209
311765.5,283.737,299.215,311.284,345.191
311774.5,283.736,299.211,311.278,345.18
311865.5,283.734,299.206,311.27,345.162
311874.5,283.733,299.202,311.264,345.151
311965.5,283.731,299.197,311.256,345.133
311974.5,283.73,299.193,311.251,345.122
312065.5,283.729,299.188,311.242,345.104
312074.5,283.728,299.184,311.237,345.093
312165.5,283.726,299.179,311.228,345.075
312174.5,283.725,299.176,311.223,345.064
312265.5,283.724,299.17,311.214,345.047
312274.5,283.723,299.167,311.209,345.035
312365.5,283.721,299.161,311.201,345.018
312374.5,283.72,299.158,311.195,345.007
312465.5,283.719,299.153,311.187,344.989
312474.5,283.718,299.149,311.182,344.978
312565.5,283.716,299.144,311.173,344.96
312574.5,283.715,299.14,311.168,344.949
312665.5,283.714,299.135,311.159,344.931
312674.5,283.713,299.131,311.154,344.92
312765.5,283.711,299.126,311.146,344.902
312774.5,283.71,299.123,311.14,344.891
312865.5,283.709,299.117,311.132,344.874
312874.5,283.708,299.114,311.126,344.863
312965.5,283.706,299.108,311.118,344.845
312974.5,283.705,299.105,311.113,344.834
313065.5,283.704,299.099,311.104,344.816
313074.5,283.703,299.096,311.099,344.805
313165.5,283.701,299.091,311.091,344.787
313174.5,283.7,299.087,311.085,344.776
313265.5,283.699,299.082,311.077,344.759
313274.5,283.698,299.078,311.071,344.748
313365.5,283.696,299.073,311.063,344.73
313374.5,283.695,299.07,311.058,344.719
313465.5,283.694,299.064,311.049,344.701
313474.5,283.693,299.061,311.044,344.69
313565.5,283.691,299.055,311.036,344.673
313574.5,283.69,299.052,311.03,344.662
313665.5,283.689,299.047,311.022,344.644
313674.5,283.688,299.043,311.017,344.633
313765.5,283.686,299.038,311.008,344.615
313774.5,283.685,299.034,311.003,344.604
313865.5,283.684,299.029,310.995,344.587
313874.5,283.683,299.025,310.989,344.576
313965.5,283.681,299.02,310.981,344.558
313974.5,283.68,299.017,310.976,344.547
314065.5,283.679,299.011,310.967,344.529
314074.5,283.678,299.008,310.962,344.518
314165.5,283.676,299.003,310.953,344.501
314174.5,283.675,298.999,310.948,344.49
314265.5,283.674,298.994,310.94,344.472
314274.5,283.673,298.99,310.935,344.461
314365.5,283.671,298.985,310.926,344.444
314374.5,283.67,298.982,310.921,344.433
314465.5,283.669,298.976,310.912,344.415
314474.5,283.668,298.973,310.907,344.404
314565.5,283.666,298.967,310.899,344.387
314574.5,283.665,298.964,310.894,344.376
314665.5,283.664,298.959,310.885,344.358
314674.5,283.663,298.955,310.88,344.347
314765.5,283.661,298.95,310.872,344.33
314774.5,283.66,298.946,310.866,344.319
314865.5,283.659,298.941,310.858,344.301
314874.5,283.658,298.938,310.853,344.29
314965.5,283.656,298.932,310.844,344.273
314974.5,283.655,298.929,310.839,344.262
315065.5,283.654,298.924,310.831,344.244
315074.5,283.653,298.92,310.825,344.233
315165.5,283.651,298.915,310.817,344.216
315174.5,283.65,298.911,310.812,344.205
315265.5,283.649,298.906,310.803,344.187
315274.5,283.648,298.903,310.798,344.176
315365.5,283.646,298.897,310.79,344.159
315374.5,283.645,298.894,310.784,344.148
315465.5,283.644,298.889,310.776,344.13
315474.5,283.643,298.885,310.771,344.119
315565.5,283.641,298.88,310.762,344.102
315574.5,283.64,298.876,310.757,344.091
315665.5,283.639,298.871,310.749,344.074
315674.5,283.638,298.868,310.744,344.063
315765.5,283.636,298.862,310.735,344.045
315774.5,283.635,298.859,310.73,344.034
315865.5,283.634,298.854,310.722,344.017
315874.5,283.633,298.85,310.716,344.006
315965.5,283.631,298.845,310.708,343.988
315974.5,283.631,298.842,310.703,343.978
316065.5,283.629,298.836,310.695,343.96
316074.5,283.628,298.833,310.689,343.949
316165.5,283.627,298.827,310.681,343.932
316174.5,283.626,298.824,310.676,343.921
316265.5,283.624,298.819,310.667,343.904
316274.5,283.623,298.815,310.662,343.893
316365.5,283.622,298.81,310.654,343.875
316374.5,283.621,298.807,310.649,343.864
316465.5,283.619,298.801,310.64,343.847
316474.5,283.618,298.798,310.635,343.836
316565.5,283.617,298.793,310.627,343.819
316574.5,283.616,298.789,310.622,343.808
316665.5,283.614,298.784,310.613,343.79
316674.5,283.613,298.781,310.608,343.78
316765.5,283.612,298.775,310.6,343.762
316774.5,283.611,298.772,310.595,343.751
316865.5,283.609,298.767,310.587,343.734
316874.5,283.608,298.763,310.581,343.723
316965.5,283.607,298.758,310.573,343.706
316974.5,283.606,298.755,310.568,343.695
317065.5,283.604,298.749,310.56,343.678
317074.5,283.603,298.746,310.554,343.667
317165.5,283.602,298.741,310.546,343.649
317174.5,283.601,298.737,310.541,343.639
317265.5,283.599,298.732,310.533,343.621
317274.5,283.598,298.728,310.528,343.61
317365.5,283.597,298.723,310.519,343.593
317374.5,283.596,298.72,310.514,343.582
317465.5,283.594,298.715,310.506,343.565
317474.5,283.593,298.711,310.501,343.554
317565.5,283.592,298.706,310.492,343.537
317574.5,283.591,298.703,310.487,343.526
317665.5,283.589,298.697,310.479,343.509
317674.5,283.589,298.694,310.474,343.498
317765.5,283.587,298.689,310.466,343.481
317774.5,283.586,298.685,310.46,343.47
317865.5,283.585,298.68,310.452,343.452
317874.5,283.584,298.677,310.447,343.442
317965.5,283.582,298.671,310.439,343.424
317974.5,283.581,298.668,310.434,343.414
318065.5,283.58,298.663,310.425,343.396
318074.5,283.579,298.659,310.42,343.385
318165.5,283.577,298.654,310.412,343.368
318174.5,283.576,298.651,310.407,343.357
318265.5,283.575,298.645,310.399,343.34
318274.5,283.574,298.642,310.394,343.329
318365.5,283.572,298.637,310.385,343.312
318374.5,283.571,298.633,310.38,343.301
318465.5,283.57,298.628,310.372,343.284
318474.5,283.569,298.625,310.367,343.273
318565.5,283.567,298.619,310.359,343.256
318574.5,283.566,298.616,310.353,343.245
318665.5,283.565,298.611,310.345,343.228
318674.5,283.564,298.607,310.34,343.217
318765.5,283.562,298.602,310.332,343.2
318774.5,283.562,298.599,310.327,343.189
318865.5,283.56,298.594,310.319,343.172
318874.5,283.559,298.59,310.313,343.161
318965.5,283.558,298.585,310.305,343.144
318974.5,283.557,298.582,310.3,343.134
319065.5,283.555,298.576,310.292,343.116
319074.5,283.554,298.573,310.287,343.106
319165.5,283.553,298.568,310.279,343.088
319174.5,283.552,298.564,310.273,343.078
319265.5,283.55,298.559,310.265,343.061
319274.5,283.549,298.556,310.26,343.05
319365.5,283.548,298.551,310.252,343.033
319374.5,283.547,298.547,310.247,343.022
319465.5,283.545,298.542,310.239,343.005
319474.5,283.544,298.539,310.233,342.994
319565.5,283.543,298.533,310.225,342.977
319574.5,283.542,298.53,310.22,342.966
319665.5,283.54,298.525,310.212,342.949
319674.5,283.539,298.521,310.207,342.938
319765.5,283.538,298.516,310.199,342.921
319774.5,283.537,298.513,310.193,342.911
319865.5,283.536,298.508,310.185,342.893
319874.5,283.535,298.504,310.18,342.883
319965.5,283.533,298.499,310.172,342.866
319974.5,283.532,298.496,310.167,342.855
320065.5,283.531,298.491,310.159,342.838
320074.5,283.53,298.487,310.154,342.827
320165.5,283.528,298.482,310.145,342.81
320174.5,283.527,298.479,310.14,342.799
320265.5,283.526,298.473,310.132,342.782
320274.5,283.525,298.47,310.127,342.772
320365.5,283.523,298.465,310.119,342.755
320374.5,283.522,298.461,310.114,342.744
320465.5,283.521,298.456,310.106,342.727
320474.5,283.52,298.453,310.1,342.716
320565.5,283.518,298.448,310.092,342.699
320574.5,283.518,298.444,310.087,342.688
320665.5,283.516,298.439,310.079,342.671
320674.5,283.515,298.436,310.074,342.661
320765.5,283.514,298.431,310.066,342.644
320774.5,283.513,298.427,310.061,342.633
320865.5,283.511,298.422,310.052,342.616
320874.5,283.51,298.419,310.047,342.605
320965.5,283.509,298.414,310.039,342.588
320974.5,283.508,298.41,310.034,342.578
321065.5,283.506,298.405,310.026,342.561
321074.5,283.505,298.402,310.021,342.55
321165.5,283.504,298.396,310.013,342.533
321174.5,283.503,298.393,310.008,342.522
321265.5,283.501,298.388,310,342.505
321274.5,283.501,298.385,309.994,342.495
321365.5,283.499,298.379,309.986,342.478
321374.5,283.498,298.376,309.981,342.467
321465.5,283.497,298.371,309.973,342.45
321474.5,283.496,298.368,309.968,342.439
321565.5,283.494,298.362,309.96,342.423
321574.5,283.493,298.359,309.955,342.412
321665.5,283.492,298.354,309.947,342.395
321674.5,283.491,298.35,309.941,342.384
321765.5,283.489,298.345,309.933,342.367
