Year,RCO 2.6 CO2 ppm,RCP 4.5 CO2 ppm,RCO 6.0 CO2 ppm,RCP 8.5 CO2 ppm
1765.5,278.0837,278.1479,278.0837,278.1328
1766.5,278.4526,278.1939,278.4526,278.1553
1767.5,278.9089,278.3019,278.9089,278.265
1768.5,279.0145,278.423,279.0145,278.388
1769.5,279.0589,278.5483,279.0589,278.515
1770.5,279.0959,278.6766,279.0959,278.6446
1771.5,279.1286,278.8085,279.1286,278.7776
1772.5,279.1751,278.944,279.1751,278.9141
1773.5,279.2384,279.0835,279.2384,279.0545
1774.5,279.3106,279.2277,279.3106,279.1994
1775.5,279.391,279.3772,279.391,279.3497
1776.5,279.4802,279.5327,279.4802,279.5058
1777.5,279.5766,279.6929,279.5766,279.6665
1778.5,279.6763,279.8538,279.6763,279.8279
1779.5,279.7739,280.0105,279.7739,279.9851
1780.5,279.8562,280.1602,279.8562,280.1353
1781.5,279.9222,280.3029,279.9222,280.2784
1782.5,279.9933,280.4404,279.9933,280.4163
1783.5,280.0768,280.5772,280.0768,280.5535
1784.5,280.1684,280.7183,280.1684,280.6949
1785.5,280.2697,280.8664,280.2697,280.8433
1786.5,280.3818,281.0219,280.3818,280.9991
1787.5,280.5027,281.1826,280.5027,281.1601
1788.5,280.6281,281.3438,280.6281,281.3216
1789.5,280.7537,281.5013,280.7537,281.4793
1790.5,280.8678,281.6532,280.8678,281.6315
1791.5,280.9699,281.7997,280.9699,281.7782
1792.5,281.08,281.9416,281.08,281.9203
1793.5,281.2012,282.0796,281.2012,282.0586
1794.5,281.3237,282.2136,281.3237,282.1927
1795.5,281.4454,282.3436,281.4454,282.3229
1796.5,281.5569,282.4696,281.5569,282.4491
1797.5,281.6572,282.5917,281.6572,282.5714
1798.5,281.7642,282.7098,281.7642,282.6897
1799.5,281.8713,282.824,281.8713,282.804
1800.5,281.968,282.9344,281.968,282.9146
1801.5,282.0532,283.0409,282.0532,283.0213
1802.5,282.138,283.1434,282.138,283.124
1803.5,282.2514,283.2418,282.2514,283.2225
1804.5,282.3779,283.3365,282.3779,283.3173
1805.5,282.4867,283.4284,282.4867,283.4093
1806.5,282.5835,283.5176,282.5835,283.4987
1807.5,282.6869,283.6032,282.6869,283.5844
1808.5,282.7965,283.6823,282.7965,283.6637
1809.5,282.899,283.7516,282.899,283.7331
1810.5,282.9815,283.8092,282.9815,283.7908
1811.5,283.0449,283.8568,283.0449,283.8386
1812.5,283.1114,283.8977,283.1114,283.8796
1813.5,283.187,283.9357,283.187,283.9177
1814.5,283.2558,283.9737,283.2558,283.9559
1815.5,283.3078,284.0137,283.3078,283.9959
1816.5,283.3516,284.0559,283.3516,284.0382
1817.5,283.4059,284.0987,283.4059,284.0812
1818.5,283.4795,284.1394,283.4795,284.122
1819.5,283.5621,284.1749,283.5621,284.1576
1820.5,283.6414,284.2042,283.6414,284.187
1821.5,283.7067,284.2283,283.7067,284.2112
1822.5,283.7501,284.249,283.7501,284.232
1823.5,283.7903,284.2679,283.7903,284.251
1824.5,283.8404,284.2865,283.8404,284.2697
1825.5,283.8941,284.306,283.8941,284.2893
1826.5,283.9496,284.3261,283.9496,284.3095
1827.5,284.0068,284.3462,284.0068,284.3297
1828.5,284.072,284.3662,284.072,284.3498
1829.5,284.0926,284.3857,284.0926,284.3694
1830.5,284.0491,284.3889,284.0491,284.3726
1831.5,284.0066,284.3369,284.0066,284.3208
1832.5,283.9442,284.2193,283.9442,284.2032
1833.5,283.8438,284.073,283.8438,284.057
1834.5,283.7375,283.9247,283.7375,283.9088
1835.5,283.5965,283.7763,283.5965,283.7604
1836.5,283.4273,283.6284,283.4273,283.6127
1837.5,283.3122,283.5028,283.3122,283.4872
1838.5,283.2765,283.4324,283.2765,283.4168
1839.5,283.2791,283.412,283.2791,283.3964
1840.5,283.3025,283.4207,283.3025,283.4053
1841.5,283.3636,283.4649,283.3636,283.4495
1842.5,283.4651,283.5456,283.4651,283.5304
1843.5,283.595,283.6538,283.595,283.6386
1844.5,283.734,283.7969,283.734,283.7818
1845.5,283.8841,283.9654,283.8841,283.9503
1846.5,284.0484,284.128,284.0484,284.113
1847.5,284.2141,284.2895,284.2141,284.2746
1848.5,284.3792,284.4606,284.3792,284.4458
1849.5,284.5136,284.6235,284.5136,284.6087
1850.5,284.6505,284.7744,284.6505,284.7597
1851.5,284.671,284.9129,284.671,284.8982
1852.5,284.5024,285.0401,284.5024,285.0255
1853.5,284.4041,285.1758,284.4041,285.1613
1854.5,284.441,285.323,284.441,285.3085
1855.5,284.5202,285.472,284.5202,285.4576
1856.5,284.615,285.6216,284.615,285.6072
1857.5,284.7435,285.7817,284.7435,285.7674
1858.5,284.8792,285.9532,284.8792,285.9389
1859.5,284.7974,286.1162,284.7974,286.102
1860.5,284.3946,286.2673,284.3946,286.2532
1861.5,284.2229,286.4059,284.2229,286.3919
1862.5,284.5739,286.5333,284.5739,286.5193
1863.5,284.9145,286.6687,284.9145,286.6548
1864.5,284.9934,286.8047,284.9934,286.7908
1865.5,284.8321,286.9204,284.8321,286.9065
1866.5,284.4894,287.0229,284.4894,287.0091
1867.5,284.2866,287.1345,284.2866,287.1207
1868.5,284.416,287.2681,284.416,287.2544
1869.5,284.6795,287.416,284.6795,287.4023
1870.5,284.6615,287.5766,284.6615,287.563
1871.5,284.0273,287.7599,284.0273,287.7463
1872.5,283.0807,287.9684,283.0807,287.9549
1873.5,282.5858,288.2123,282.5858,288.1988
1874.5,282.6764,288.4926,282.6764,288.4792
1875.5,283.0322,288.8003,283.0322,288.7869
1876.5,283.5891,289.1421,283.5891,289.1288
1877.5,284.2159,289.5204,284.2159,289.5071
1878.5,284.6412,289.9266,284.6412,289.9134
1879.5,284.716,290.3678,284.716,290.3546
1880.5,284.6702,290.8465,284.6702,290.8333
1881.5,284.949,291.3306,284.949,291.3174
1882.5,285.4605,291.7935,285.4605,291.7804
1883.5,285.9065,292.2417,285.9065,292.2286
1884.5,286.3591,292.6653,286.3591,292.6523
1885.5,286.8341,293.0338,286.8341,293.0208
1886.5,287.1508,293.3429,287.1508,293.3299
1887.5,287.1567,293.6011,287.1567,293.5882
1888.5,287.0536,293.8198,287.0536,293.8069
1889.5,287.0674,294.0116,287.0674,293.9988
1890.5,287.0297,294.1788,287.0297,294.166
1891.5,286.9249,294.3315,286.9249,294.3187
1892.5,286.8634,294.4711,286.8634,294.4584
1893.5,286.7937,294.5884,286.7937,294.5757
1894.5,286.654,294.6917,286.654,294.679
1895.5,286.5266,294.7932,286.5266,294.7806
1896.5,286.5235,294.9066,286.5235,294.894
1897.5,286.6041,295.0642,286.6041,295.0516
1898.5,286.6973,295.2905,286.6973,295.278
1899.5,286.798,295.5702,286.798,295.5577
1900.5,286.851,295.8796,286.851,295.8672
1901.5,286.8473,296.2124,286.8473,296.2
1902.5,286.8575,296.558,286.8575,296.5456
1903.5,286.8941,296.9175,286.8941,296.9052
1904.5,286.9904,297.3109,286.9904,297.2986
1905.5,287.0903,297.7408,287.0903,297.7285
1906.5,287.1386,298.1749,287.1386,298.1626
1907.5,287.3575,298.5889,287.3575,298.5767
1908.5,287.8523,298.9897,287.8523,298.9775
1909.5,288.3266,299.3885,288.3266,299.3763
1910.5,288.7356,299.7776,288.7356,299.7654
1911.5,289.2922,300.1433,289.2922,300.1312
1912.5,289.8999,300.4944,289.8999,300.4823
1913.5,290.5332,300.8338,290.5332,300.8217
1914.5,291.2892,301.1505,291.2892,301.1384
1915.5,291.9468,301.4641,291.9468,301.452
1916.5,292.3694,301.7987,292.3694,301.7866
1917.5,292.7585,302.1348,292.7585,302.1228
1918.5,293.353,302.4504,293.353,302.4385
1919.5,294.0231,302.7628,294.0231,302.7509
1920.5,294.6128,303.1046,294.6128,303.0927
1921.5,295.2405,303.4731,295.2405,303.4612
1922.5,295.5953,303.8376,295.5953,303.8258
1923.5,295.6544,304.2122,295.6544,304.2004
1924.5,295.9455,304.6278,295.9455,304.616
1925.5,296.4747,305.0594,296.4747,305.0476
1926.5,296.9343,305.4853,296.9343,305.4735
1927.5,297.2971,305.9309,297.2971,305.9191
1928.5,297.7042,306.3994,297.7042,306.3877
1929.5,298.2487,306.8632,298.2487,306.8515
1930.5,299.0472,307.3255,299.0472,307.3138
1931.5,300.0484,307.7955,300.0484,307.7838
1932.5,300.9527,308.2478,300.9527,308.2361
1933.5,301.5608,308.6667,301.5608,308.6551
1934.5,301.9864,309.0686,301.9864,309.0569
1935.5,302.3434,309.445,302.3434,309.4334
1936.5,302.6529,309.7542,302.6529,309.7426
1937.5,303.1378,309.9798,303.1378,309.9682
1938.5,303.7412,310.1409,303.7412,310.1294
1939.5,304.0551,310.2499,304.0551,310.2383
1940.5,303.9928,310.2969,303.9928,310.2854
1941.5,303.7588,310.2728,303.7588,310.2613
1942.5,303.5487,310.1972,303.5487,310.1857
1943.5,303.396,310.1146,303.396,310.1031
1944.5,303.293,310.0628,303.293,310.0514
1945.5,303.1593,310.0579,303.1593,310.0465
1946.5,302.8127,310.1022,302.8127,310.0908
1947.5,302.3512,310.1959,302.3512,310.1845
1948.5,302.0795,310.3394,302.0795,310.3281
1949.5,301.9822,310.5446,301.9822,310.5333
1950.5,301.4985,310.8324,301.4985,310.8211
1951.5,300.5878,311.1948,300.5878,311.1835
1952.5,299.9887,311.6019,299.9887,311.5906
1953.5,299.8505,312.058,299.8505,312.0467
1954.5,299.8554,312.5812,299.8554,312.5699
1955.5,299.9035,313.1563,299.9035,313.145
1956.5,300.0028,313.7613,300.0028,313.7501
1957.5,300.259,314.3809,300.259,314.3697
1958.5,300.8752,315.0156,300.8752,315.0044
1959.5,301.8438,315.7139,301.8438,315.7028
1960.5,302.5443,316.4828,302.5443,316.4716
1961.5,302.6969,317.2396,302.6969,317.2284
1962.5,302.8898,317.9103,302.8898,317.8991
1963.5,303.3377,318.4908,303.3377,318.4797
1964.5,303.9693,319.114,303.9693,319.1029
1965.5,304.8898,319.9374,304.8898,319.9263
1966.5,305.9484,320.8884,305.9484,320.8773
1967.5,307.0686,321.8789,307.0686,321.8678
1968.5,308.5168,322.9998,308.5168,322.9887
1969.5,310.4287,324.1559,310.4287,324.1448
1970.5,312.6104,325.164,312.6104,325.1529
1971.5,314.7863,326.2386,314.7863,326.2276
1972.5,316.8061,327.5859,316.8061,327.5748
1973.5,318.5399,328.8813,318.5399,328.8702
1974.5,319.9693,329.8911,319.9693,329.88
1975.5,321.2856,330.9022,321.2856,330.8911
1976.5,322.7667,332.1964,322.7667,332.1853
1977.5,324.7023,333.7066,324.7023,333.6955
1978.5,327.0472,335.315,327.0472,335.304
1979.5,329.352,337.0354,329.352,337.0243
1980.5,331.1567,338.638,331.1567,338.6269
1981.5,332.3486,339.9138,332.3486,339.9028
1982.5,333.3986,341.1585,333.3986,341.1474
1983.5,334.8835,342.612,334.8835,342.6009
1984.5,336.7858,344.1391,336.7858,344.128
1985.5,338.8046,345.6544,338.8046,345.6433
1986.5,340.9007,347.3155,340.9007,347.3044
1987.5,343.2785,349.2288,343.2785,349.2177
1988.5,345.8791,351.1326,345.8791,351.1215
1989.5,348.2945,352.7347,348.2945,352.7236
1990.5,350.0982,354.0401,350.0982,354.029
1991.5,351.065,355.094,351.065,355.0828
1992.5,351.695,356.011,351.695,355.9999
1993.5,352.7398,357.113,352.7398,357.1018
1994.5,354.4632,358.5777,354.4632,358.5666
1995.5,356.6284,360.2119,356.6284,360.2008
1996.5,358.5986,361.8738,358.5986,361.8627
1997.5,360.2623,363.7603,360.2623,363.7491
1998.5,361.9607,365.8064,361.9607,365.7953
1999.5,363.4423,367.6141,363.4423,367.603
2000.5,364.6986,369.22,364.6986,369.2089
2001.5,366.4301,371.0175,366.4301,371.0063
2002.5,368.7476,373.103,368.7476,373.0918
2003.5,371.1352,375.2331,371.1334,375.2219
2004.5,373.4472,377.2733,373.4008,377.2621
2005.5,375.917,379.2808,375.701,379.2695
2006.5,378.6111,381.264,378.0726,381.2527
2007.5,381.4542,383.2501,380.4896,383.2399
2008.5,384.4794,385.3215,383.012,385.3374
2009.5,387.7363,387.469,385.6609,387.5699
2010.5,391.2331,389.6266,388.4284,389.8689
2011.5,394.8938,391.7742,391.3031,392.2055
2012.5,398.5425,393.9241,394.2152,394.6056
2013.5,402.0834,396.0886,397.0965,397.0872
2014.5,405.5012,398.2747,399.935,399.6527
2015.5,408.8089,400.4792,402.7408,402.2988
2016.5,412.0358,402.6967,405.5164,405.018
2017.5,415.1779,404.9225,408.2604,407.8021
2018.5,418.2514,407.1547,410.9891,410.6489
2019.5,421.2403,409.3947,413.7351,413.5585
2020.5,424.0591,411.6401,416.5167,416.5313
2021.5,426.6594,413.8912,419.3402,419.5614
2022.5,429.0753,416.1643,422.2067,422.6466
2023.5,431.3727,418.4748,425.1163,425.7981
2024.5,433.5972,420.8273,428.0738,429.024
2025.5,435.7618,423.2232,431.0812,432.3329
2026.5,437.8657,425.6565,434.1353,435.699
2027.5,439.9035,428.1193,437.2255,439.1166
2028.5,441.866,430.6061,440.3401,442.6099
2029.5,443.7073,433.1125,443.3723,446.1544
2030.5,445.3423,435.6385,446.1078,449.7518
2031.5,446.7724,438.1764,448.5297,453.4275
2032.5,448.0888,440.7119,450.8567,457.1818
2033.5,449.3332,443.2491,453.2257,461.0144
2034.5,450.5054,445.7991,455.6517,464.9263
2035.5,451.6091,448.3675,458.1373,468.9439
2036.5,452.6465,450.9593,460.6813,473.0899
2037.5,453.6169,453.5715,463.2755,477.3355
2038.5,454.509,456.1938,465.9094,481.6812
2039.5,455.2715,458.819,468.6415,486.1274
2040.5,455.8137,461.4451,471.6059,490.6515
2041.5,456.1263,464.0673,474.8044,495.2788
2042.5,456.2912,466.6681,478.1003,500.0095
2043.5,456.3605,469.2399,481.4274,504.8448
2044.5,456.3515,471.7941,484.7869,509.8059
2045.5,456.2799,474.3424,488.1822,514.8722
2046.5,456.1553,476.8927,491.6407,520.07
2047.5,455.9838,479.4474,495.1873,525.4218
2048.5,455.7651,482.0035,498.8191,530.9028
2049.5,455.4645,484.5538,502.4768,536.5072
2050.5,455.0095,487.088,506.0401,542.2164
2051.5,454.3936,489.5918,509.5175,548.0336
2052.5,453.694,492.0377,513.0136,553.9544
2053.5,452.9597,494.4049,516.5556,559.9807
2054.5,452.1943,496.6887,520.1425,566.1126
2055.5,451.4035,498.8994,523.7744,572.3535
2056.5,450.5999,501.0541,527.477,578.7278
2057.5,449.7908,503.1615,531.2744,585.2374
2058.5,448.9791,505.2267,535.1722,591.882
2059.5,448.1905,507.2471,539.3319,598.6604
2060.5,447.4757,509.2123,544.023,605.5706
2061.5,446.8315,511.1098,549.2233,612.5907
2062.5,446.2016,512.9251,554.6663,619.6979
2063.5,445.5633,514.6492,560.1978,626.8914
2064.5,444.9168,516.2777,565.7945,634.1473
2065.5,444.2559,517.8095,571.4628,641.4672
2066.5,443.5859,519.2556,577.2317,648.8535
2067.5,442.9192,520.6295,583.1023,656.3344
2068.5,442.2631,521.9418,589.0755,663.934
2069.5,441.633,523.1948,595.1173,671.6284
2070.5,441.0537,524.3854,601.0553,679.4174
2071.5,440.5257,525.5027,606.8244,687.2997
2072.5,440.0267,526.524,612.5327,695.2505
2073.5,439.5404,527.4376,618.2598,703.2474
2074.5,439.0611,528.2422,624.0057,711.2909
2075.5,438.5825,528.9339,629.7456,719.3824
2076.5,438.0988,529.5119,635.4813,727.5223
2077.5,437.6161,529.9855,641.2401,735.7117
2078.5,437.1471,530.371,647.0443,743.953
2079.5,436.6858,530.6787,652.8094,752.273
2080.5,436.2065,530.9125,658.333,760.6968
2081.5,435.7105,531.1021,663.5466,769.1962
2082.5,435.2235,531.2977,668.5053,777.7488
2083.5,434.7457,531.5225,673.214,786.3537
2084.5,434.2648,531.774,677.6509,794.9861
2085.5,433.7776,532.0471,681.8202,803.6475
2086.5,433.2795,532.3345,685.7481,812.3376
2087.5,432.7655,532.6281,689.4365,821.0589
2088.5,432.2435,532.935,692.891,829.8365
2089.5,431.7306,533.2696,696.1383,838.6712
2090.5,431.2402,533.6386,699.2062,847.5633
2091.5,430.7753,534.0428,702.1499,856.5126
2092.5,430.3296,534.4782,705.0713,865.5192
2093.5,429.8951,534.9359,708.019,874.5828
2094.5,429.4657,535.4073,710.9902,883.6783
2095.5,429.0373,535.887,713.9802,892.8057
2096.5,428.6085,536.3716,716.9606,901.9639
2097.5,428.1744,536.8541,719.9333,911.1285
2098.5,427.729,537.3318,722.9197,920.3005
2099.5,427.2401,537.8142,725.8635,929.5031
2100.5,426.6427,538.3137,728.6931,938.7378
2101.5,425.9538,538.8262,731.4411,948.0093
2102.5,425.2718,539.3324,734.2074,957.3426
2103.5,424.6312,539.8166,737.0184,966.7362
2104.5,424.0106,540.2691,739.8341,976.1632
2105.5,423.3977,540.683,742.6297,985.5992
2106.5,422.7877,541.054,745.3944,995.0691
2107.5,422.1784,541.3804,748.12,1004.572
2108.5,421.5654,541.6603,750.7934,1014.083
2109.5,420.9441,541.8896,753.399,1023.575
2110.5,420.3219,542.0749,755.9395,1033.053
2111.5,419.7121,542.2351,758.4371,1042.565
2112.5,419.1223,542.3882,760.9032,1052.112
2113.5,418.5544,542.5435,763.3455,1061.697
2114.5,418.0046,542.6975,765.7621,1071.342
2115.5,417.464,542.8389,768.1372,1081.024
2116.5,416.9239,542.9574,770.4578,1090.743
2117.5,416.3805,543.0481,772.711,1100.495
2118.5,415.8328,543.1111,774.8915,1110.229
2119.5,415.2765,543.1415,776.9917,1119.947
2120.5,414.7077,543.1353,778.9995,1129.673
2121.5,414.1344,543.1063,780.9214,1139.409
2122.5,413.5699,543.0778,782.7786,1149.155
2123.5,413.0219,543.0647,784.5869,1158.939
2124.5,412.4927,543.0708,786.3563,1168.784
2125.5,411.9781,543.0923,788.086,1178.665
2126.5,411.4707,543.1204,789.7624,1188.584
2127.5,410.9659,543.1444,791.3726,1198.563
2128.5,410.462,543.1591,792.9086,1208.575
2129.5,409.958,543.1618,794.3652,1218.569
2130.5,409.4497,543.1477,795.7322,1228.546
2131.5,408.9333,543.1148,797.0004,1238.53
2132.5,408.4161,543.0715,798.1784,1248.523
2133.5,407.9116,543.0335,799.2878,1258.526
2134.5,407.4275,543.0105,800.3469,1268.565
2135.5,406.9655,543.0068,801.3654,1278.665
2136.5,406.522,543.0186,802.3401,1288.801
2137.5,406.0884,543.0351,803.26,1298.969
2138.5,405.6564,543.0483,804.1119,1309.172
2139.5,405.2223,543.053,804.8882,1319.385
2140.5,404.7852,543.0468,805.5859,1329.606
2141.5,404.3412,543.0247,806.1921,1339.835
2142.5,403.8869,542.9823,806.6949,1350.07
2143.5,403.4299,542.9281,807.1034,1360.286
2144.5,402.9836,542.8753,807.4415,1370.487
2145.5,402.5554,542.8338,807.7274,1380.722
2146.5,402.1472,542.8081,807.9714,1391.019
2147.5,401.7557,542.7947,808.175,1401.376
2148.5,401.3723,542.7855,808.3247,1411.769
2149.5,400.9889,542.7779,808.4081,1422.193
2150.5,400.6017,542.7744,808.4366,1432.65
2151.5,400.2101,542.7747,808.4413,1443.061
2152.5,399.8106,542.7761,808.4426,1453.394
2153.5,399.3994,542.7762,808.4449,1463.617
2154.5,398.9847,542.7775,808.4474,1473.676
2155.5,398.5796,542.7798,808.4496,1483.609
2156.5,398.1914,542.7807,808.4533,1493.475
2157.5,397.8221,542.7801,808.4555,1503.275
2158.5,397.468,542.7807,808.4558,1513.005
2159.5,397.1208,542.7822,808.4563,1522.665
2160.5,396.7727,542.7822,808.4568,1532.227
2161.5,396.4203,542.7831,808.4569,1541.69
2162.5,396.0626,542.7849,808.4589,1551.055
2163.5,395.6962,542.785,808.4623,1560.321
2164.5,395.3179,542.786,808.4644,1569.461
2165.5,394.9353,542.7876,808.465,1578.451
2166.5,394.5617,542.7876,808.4664,1587.317
2167.5,394.2041,542.7883,808.4683,1596.112
2168.5,393.8645,542.7895,808.4707,1604.837
2169.5,393.5394,542.7889,808.4732,1613.491
2170.5,393.2205,542.789,808.4757,1622.074
2171.5,392.8999,542.7897,808.478,1630.56
2172.5,392.5742,542.7909,808.48,1638.948
2173.5,392.2428,542.7925,808.4815,1647.237
2174.5,391.9025,542.7921,808.4824,1655.399
2175.5,391.5497,542.7921,808.4851,1663.41
2176.5,391.1923,542.7926,808.4869,1671.269
2177.5,390.8436,542.7935,808.4877,1679.005
2178.5,390.5104,542.7947,808.4899,1686.671
2179.5,390.1946,542.7963,808.4908,1694.291
2180.5,389.8925,542.7979,808.4903,1701.841
2181.5,389.5958,542.7974,808.491,1709.294
2182.5,389.2971,542.797,808.4927,1716.674
2183.5,388.9931,542.7969,808.4952,1723.955
2184.5,388.6833,542.7971,808.4984,1731.112
2185.5,388.364,542.7974,808.4997,1738.141
2186.5,388.0322,542.7978,808.499,1745.02
2187.5,387.6955,542.7983,808.4987,1751.772
2188.5,387.3668,542.7989,808.4989,1758.401
2189.5,387.0533,542.7995,808.4995,1764.933
2190.5,386.7567,542.8001,808.5015,1771.419
2191.5,386.4734,542.8007,808.5028,1777.833
2192.5,386.1954,542.8013,808.5022,1784.15
2193.5,385.915,542.8018,808.5032,1790.368
2194.5,385.6288,542.8023,808.506,1796.487
2195.5,385.3364,542.8026,808.5085,1802.507
2196.5,385.0345,542.8029,808.5105,1808.4
2197.5,384.7201,542.803,808.512,1814.141
2198.5,384.4008,542.8029,808.513,1819.73
2199.5,384.0893,542.8027,808.5135,1825.193
2200.5,383.7925,542.8023,808.5135,1830.559
2201.5,383.5122,542.8017,808.5129,1835.854
2202.5,383.2449,542.801,808.5144,1841.076
2203.5,382.9826,542.8025,808.5176,1846.201
2204.5,382.7176,542.8037,808.52,1851.227
2205.5,382.4466,542.8046,808.5216,1856.154
2206.5,382.1693,542.8051,808.5223,1860.981
2207.5,381.8824,542.8053,808.5221,1865.682
2208.5,381.5826,542.8052,808.5236,1870.231
2209.5,381.2778,542.8048,808.5266,1874.627
2210.5,380.9807,542.8064,808.5285,1878.898
2211.5,380.6984,542.8077,808.5293,1883.071
2212.5,380.4321,542.8085,808.5289,1887.172
2213.5,380.1784,542.8088,808.53,1891.202
2214.5,379.9293,542.8087,808.5323,1895.133
2215.5,379.6773,542.8081,808.5334,1898.966
2216.5,379.4194,542.8072,808.5332,1902.699
2217.5,379.155,542.8083,808.5342,1906.306
2218.5,378.8807,542.8088,808.5364,1909.786
2219.5,378.5937,542.8088,808.537,1913.113
2220.5,378.3019,542.8082,808.5363,1916.273
2221.5,378.0176,542.8072,808.5366,1919.324
2222.5,377.7477,542.8082,808.5379,1922.289
2223.5,377.4936,542.8084,808.5377,1925.172
2224.5,377.2519,542.8097,808.5385,1927.973
2225.5,377.0148,542.8119,808.54,1930.686
2226.5,376.7746,542.8133,808.54,1933.298
2227.5,376.5281,542.8132,808.5408,1935.794
2228.5,376.2749,542.8122,808.5424,1938.17
2229.5,376.0119,542.8128,808.5422,1940.411
2230.5,375.7364,542.8125,808.5428,1942.505
2231.5,375.456,542.8115,808.544,1944.46
2232.5,375.1831,542.8122,808.5434,1946.287
2233.5,374.9244,542.812,808.5434,1948.008
2234.5,374.6812,542.8112,808.5442,1949.639
2235.5,374.4501,542.812,808.5455,1951.188
2236.5,374.2231,542.812,808.5473,1952.666
2237.5,373.9928,542.8112,808.5472,1954.058
2238.5,373.7564,542.8122,808.5475,1955.331
2239.5,373.5134,542.8122,808.5484,1956.462
2240.5,373.2607,542.8116,808.5497,1957.462
2241.5,372.9953,542.8125,808.5514,1958.328
2242.5,372.7249,542.8126,808.5509,1959.024
2243.5,372.462,542.8119,808.5509,1959.591
2244.5,372.2132,542.8129,808.5512,1960.08
2245.5,371.9798,542.8129,808.5519,1960.485
2246.5,371.7582,542.8121,808.5529,1960.795
2247.5,371.5404,542.8129,808.5542,1961.02
2248.5,371.3192,542.8128,808.5557,1961.158
2249.5,371.0918,542.8119,808.5575,1961.214
2250.5,370.8579,542.8125,808.5594,1961.226
2251.5,370.614,542.8122,808.5589,1961.229
2252.5,370.3575,542.811,808.5587,1961.232
2253.5,370.0963,542.8115,808.5586,1961.234
2254.5,369.8423,542.8136,808.5587,1961.236
2255.5,369.6023,542.8146,808.5588,1961.235
2256.5,369.3775,542.8147,808.5591,1961.236
2257.5,369.1644,542.8163,808.5595,1961.238
2258.5,368.9551,542.8168,808.5599,1961.24
2259.5,368.7423,542.8164,808.5603,1961.242
2260.5,368.5231,542.8175,808.5608,1961.245
2261.5,368.2972,542.8176,808.5612,1961.247
2262.5,368.0616,542.8167,808.5617,1961.249
2263.5,367.8134,542.8173,808.562,1961.25
2264.5,367.5603,542.8169,808.5624,1961.251
2265.5,367.3145,542.8155,808.5626,1961.254
2266.5,367.0824,542.8156,808.5627,1961.255
2267.5,366.8656,542.8172,808.5627,1961.256
2268.5,366.6602,542.8177,808.5626,1961.258
2269.5,366.4582,542.8171,808.5623,1961.258
2270.5,366.2528,542.818,808.562,1961.257
2271.5,366.041,542.8177,808.564,1961.257
2272.5,365.8226,542.8164,808.5658,1961.259
2273.5,365.5942,542.8166,808.5674,1961.261
2274.5,365.3533,542.8182,808.5687,1961.263
2275.5,365.1078,542.8186,808.5697,1961.264
2276.5,364.8694,542.818,808.5705,1961.263
2277.5,364.6441,542.8188,808.571,1961.262
2278.5,364.4346,542.8209,808.5711,1961.261
2279.5,364.2364,542.8218,808.571,1961.261
2280.5,364.0415,542.8216,808.5705,1961.262
2281.5,363.843,542.8227,808.5698,1961.262
2282.5,363.638,542.8226,808.5713,1961.262
2283.5,363.4265,542.8215,808.5724,1961.263
2284.5,363.2051,542.8217,808.5731,1961.263
2285.5,362.9714,542.8233,808.5734,1961.264
2286.5,362.7331,542.8236,808.5732,1961.264
2287.5,362.502,542.8227,808.5727,1961.264
2288.5,362.2843,542.8233,808.5718,1961.263
2289.5,362.0814,542.8251,808.573,1961.262
2290.5,361.8898,542.8256,808.5737,1961.261
2291.5,361.7015,542.825,808.5739,1961.259
2292.5,361.5095,542.8257,808.5736,1961.26
2293.5,361.311,542.8277,808.5729,1961.262
2294.5,361.1054,542.8283,808.5742,1961.264
2295.5,360.89,542.8278,808.575,1961.265
2296.5,360.6626,542.8286,808.5752,1961.266
2297.5,360.4307,542.8306,808.5748,1961.265
2298.5,360.206,542.8312,808.574,1961.264
2299.5,359.9947,542.8307,808.5752,1961.265
2300.5,359.7979,542.8314,808.5757,1961.267
2301.5,359.612,542.8334,808.5757,1961.268
2302.5,359.4294,542.834,808.5776,1961.268
2303.5,359.2432,542.8334,808.5789,1961.267
2304.5,359.0503,542.834,808.5795,1961.268
2305.5,358.8507,542.8359,808.5794,1961.27
2306.5,358.6414,542.8363,808.5788,1961.271
2307.5,358.4202,542.8356,808.5801,1961.271
2308.5,358.1943,542.836,808.5806,1961.272
2309.5,357.9755,542.8377,808.5806,1961.274
2310.5,357.7701,542.8379,808.5823,1961.275
2311.5,357.5791,542.8369,808.5834,1961.275
2312.5,357.3989,542.8372,808.5837,1961.276
2313.5,357.2216,542.8386,808.5832,1961.278
2314.5,357.0407,542.8385,808.5821,1961.278
2315.5,356.8531,542.8372,808.5828,1961.277
2316.5,356.6586,542.8372,808.5827,1961.277
2317.5,356.4546,542.8382,808.582,1961.278
2318.5,356.2385,542.8378,808.583,1961.278
2319.5,356.018,542.8362,808.5834,1961.279
2320.5,355.8048,542.8357,808.5834,1961.28
2321.5,355.6049,542.8365,808.585,1961.28
2322.5,355.4191,542.8383,808.5856,1961.281
2323.5,355.244,542.8387,808.5855,1961.282
2324.5,355.0719,542.8377,808.587,1961.282
2325.5,354.8957,542.8379,808.5876,1961.282
2326.5,354.7132,542.8391,808.5874,1961.284
2327.5,354.5237,542.8389,808.5888,1961.283
2328.5,354.3246,542.8374,808.5894,1961.284
2329.5,354.1136,542.837,808.5891,1961.284
