AgeMa,surfaceTemperature
55.4,25.4555308331962
55.6,25.3349855172362
55.8,25.2135351768589
56,25.0918635605423
56.2,24.9709317909645
56.4,24.8519371595403
56.6,24.7362673400097
56.8,24.625482584376
57,24.521263005244
57.2,24.4253496624161
57.4,24.3393961599373
57.6,24.2649690877611
57.8,24.2033977808169
58,24.1557057579132
58.2,24.1225142589957
58.4,24.1040126933203
58.6,24.0998954699162
58.8,24.109331981792
59,24.131031955715
59.2,24.163227778974
59.4,24.2037899898192
59.6,24.2503341827321
59.8,24.3003248505854
60,24.3512392121048
60.2,24.400671469143
60.4,24.4464640198295
60.6,24.4868187921588
60.8,24.5204977946393
61,24.5467304092491
61.2,24.5653054304358
61.4,24.5765027116795
61.6,24.5811259882492
61.8,24.5804069164531
62,24.5758701379148
62.2,24.5692398621281
62.4,24.5623095341227
62.6,24.5568065958815
62.8,24.5542802648215
63,24.5559768033073
63.2,24.5627944814951
63.4,24.5751864711341
63.6,24.5931651767986
63.8,24.6163391839142
64,24.6439400903581
64.2,24.6749734665906
64.4,24.7082090818576
64.6,24.742339534351
64.8,24.7760872872713
65,24.8082666938129
65.2,24.8379399744427
65.4,24.8643909028995
65.6,24.8872420140092
65.8,24.9062922453506
66,24.9217663377584
66.2,24.9340300333616
66.4,24.9437039773344
66.6,24.9514091631569
66.8,24.9577686281748
67,24.9633524354668
67.2,24.9686004743376
67.4,24.973808891594
67.6,24.9790874326915
67.8,24.9844874310619
68,24.9900034080894
68.2,24.9956314102556
68.4,25.001553153304
68.6,25.0080882478015
68.8,25.0157871246044
69,25.0254705282358
69.2,25.0381450421819
69.4,25.0550759703393
69.6,25.0776230936154
69.8,25.1071249684303
70,25.1448584249032
70.2,25.1918467580362
70.4,25.2488350967975
70.6,25.3161521197054
70.8,25.3937798176985
71,25.4811856370384
71.2,25.5775309384281
71.4,25.6815915931009
71.6,25.7919137945611
71.8,25.9068578862069
72,26.0246936543386
72.2,26.143621840441
72.4,26.2618170932032
72.6,26.3774652697371
72.8,26.488737590946
73,26.5938646865535
73.2,26.6911284621519
73.4,26.7788241317143
73.6,26.8554254192317
73.8,26.919560832889
74,26.9700743796918
74.2,27.0061309940746
74.4,27.0271847392041
74.6,27.0330456107554
74.8,27.0239051242422
75,27.0002649582662
75.2,26.9629808718979
75.4,26.9131663798809
75.6,26.852161890161
75.8,26.7814740735496
76,26.7027663607128
76.2,26.6178083653921
76.4,26.5284605133225
76.6,26.4366644885806
76.8,26.344382296151
77,26.2535928275838
77.2,26.1662924365157
77.4,26.0844900598227
77.6,26.0101242014953
77.8,25.9450511494144
78,25.8909825750939
78.2,25.8495072281748
78.4,25.8220573670346
78.6,25.8098422911232
78.8,25.8139044654136
79,25.8351010970088
79.2,25.8741064623036
79.4,25.9314780188738
79.6,26.0075844662305
79.8,26.1025951847101
80,26.2164783298466
80.2,26.3489190393354
80.4,26.4993099815155
80.6,26.6667129803928
80.8,26.8497135299938
81,27.0464645790144
81.2,27.2546506255601
81.4,27.4715853350403
81.6,27.6942707732707
81.8,27.9195591523319
82,28.1442943272825
82.2,28.3655149675431
82.4,28.5805776604986
82.6,28.7874253135108
82.8,28.984598411805
83,29.1712972628275
83.2,29.3473127400685
83.4,29.5129805157291
83.6,29.6690237645933
83.8,29.8163432966786
84,29.9558998215287
84.2,30.0885521437918
84.4,30.2149560713533
84.6,30.3355765498784
84.8,30.4506540524195
85,30.5602296015899
85.2,30.6642367408057
85.4,30.762547178064
85.6,30.8550530221765
85.8,30.9418510077152
86,31.0231309577215
86.2,31.0992488035024
86.4,31.1706997542156
86.6,31.2381469143598
86.8,31.3023308867271
87,31.3641137152973
87.2,31.4243710528154
87.4,31.4840723281424
87.6,31.5441326889552
87.8,31.605503675862
88,31.6691836233341
88.2,31.7361369242213
88.4,31.8072260431526
88.6,31.8833305253179
88.8,31.9651909835197
89,32.0533390273812
89.2,32.1480601575475
89.4,32.249291780656
89.6,32.3565770497404
89.8,32.4689980134848
90,32.5851175198292
90.2,32.7029641143543
90.4,32.8200568596759
90.6,32.9333618175312
90.8,33.0393142139555
91,33.1340434546968
91.2,33.2134836098134
91.4,33.2735258560632
91.6,33.3102081064683
91.8,33.320040527384
92,33.3001241560998
92.2,33.2485069431666
92.4,33.1641972278935
92.6,33.0474438674117
92.8,32.8997163481327
93,32.7236253082021
93.2,32.5229326602466
93.4,32.3023582361725
93.6,32.0671492200225
93.8,31.8230157435182
94,31.5757782721278
94.2,31.3310555031045
94.4,31.0940404566845
94.6,30.8692334251151
94.8,30.660392851824
95,30.4703903285766
95.2,30.3011472248306
95.4,30.1537175514893
95.6,30.0283820379845
95.8,29.9247631800969
96,29.8418979875102
96.2,29.7783897817064
96.4,29.7326006953637
96.6,29.7027748741362
96.8,29.6870979033448
97,29.6838216021049
97.2,29.6912408414691
97.4,29.7077833871339
97.6,29.7319066091411
97.8,29.7621065803875
98,29.7969033009897
98.2,29.8347610034208
98.4,29.8740992658618
98.6,29.9133745406445
98.8,29.9510205039028
99,29.9855553076026
99.2,30.0156590519632
99.4,30.0402369480828
99.6,30.0585423715813
99.8,30.0700999762428
100,30.0748665228123
